BEL-ID	BEL original	Sentence	Sentence ID	PMID
BEL:20000046	p(HGNC:HGF) decreases (cat(p(HGNC:FAS)) increases bp(GOBP:"cell death"))	The sensitivity to Fas-induced cell death was reduced in HGF transfectants, which was reversed by the presence of anti-HGF antibody	SEN:10000030	10022739
BEL:20000048	cat(p(HGNC:FAS)) increases p(HGNC:RB1,pmod(P))	Fas stimulation of Jurkat cells is known to induce p38 kinase and we find a pronounced increase in Rb phosphorylation within 30 min of Fas stimulation	SEN:10000032	10075927
BEL:20000050	cat(p(HGNC:ATP5A1)) decreases bp(GOBP:"cell migration")	Binding of angiostatin to the alpha/beta-subunits of ATP synthase on the cell surface may mediate its antiangiogenic effects and the down-regulation of endothelium proliferation and migration.	SEN:10000034	10077593
BEL:20000052	cat(p(HGNC:ATP5A1)) decreases bp(GOBP:"cell proliferation")	Binding of angiostatin to the alpha/beta-subunits of ATP synthase on the cell surface may mediate its antiangiogenic effects and the down-regulation of endothelium proliferation and migration.	SEN:10000034	10077593
BEL:20000054	cat(p(HGNC:ATP5B)) decreases bp(GOBP:"cell proliferation")	Binding of angiostatin to the alpha/beta-subunits of ATP synthase on the cell surface may mediate its antiangiogenic effects and the down-regulation of endothelium proliferation and migration.	SEN:10000034	10077593
BEL:20000056	cat(p(HGNC:ATP5B)) decreases bp(GOBP:"cell migration")	Binding of angiostatin to the alpha/beta-subunits of ATP synthase on the cell surface may mediate its antiangiogenic effects and the down-regulation of endothelium proliferation and migration.	SEN:10000034	10077593
BEL:20000058	cat(p(HGNC:TIMP2)) decreases cat(p(HGNC:MMP2))	The reactive site-modified TIMP-2 also prevented an accumulation of active gelatinase A on the cell surface.	SEN:10000036	10187841
BEL:20000060	p(MGI:Blmh) decreases path(MESHD:"Cystic Fibrosis")	with controls, Blmh null mice were more sensitive to acute BLM lethality and developed pulmonary fibrosis more readily following BLM treatment.	SEN:10000038	10200322
BEL:20000062	p(HGNC:FGF1) increases bp(GOBP:"cell differentiation")	Acidic fibroblast growth factor (FGF-1), a prototype member of the heparin-binding growth factor family, influences proliferation, differentiation, and protein synthesis in different cell types	SEN:10000040	10226073
BEL:20000064	p(HGNC:FGF1) increases bp(GOBP:"cell proliferation")	Acidic fibroblast growth factor (FGF-1), a prototype member of the heparin-binding growth factor family, influences proliferation, differentiation, and protein synthesis in different cell types	SEN:10000040	10226073
BEL:20000066	cat(p(HGNC:BTRC)) increases deg(p(HGNC:CTNNB1))	In contrast, a dominant-negative mutant form of FWD1 inhibited the ubiquitination process and stabilized beta-catenin.	SEN:10000042	10228155
BEL:20000068	cat(p(HGNC:AGTR1)) increases p(HGNC:OLR1)	Importantly, the increase in LOX-1 mRNA expression in response to Ang II was completely blocked by losartan, a specific AT1 blocker, but not by PD123319, a specific AT2 blocker (n56, Figure 5). 	SEN:10000044	10325241
BEL:20000070	cat(p(HGNC:F2R)) increases p(HGNC:IL6)	Thrombin receptor mediated signal transduction could induce the expressions of IL6 and G-CSF, and increase inflammatory events in the cavum articulare via NF-ÌÎåÈB activation 	SEN:10000046	10343541
BEL:20000072	cat(p(HGNC:F2R)) increases p(HGNC:CSF3)	Thrombin receptor mediated signal transduction could induce the expressions of IL6 and G-CSF, and increase inflammatory events in the cavum articulare via NF-ÌÎåÈB activation 	SEN:10000046	10343541
BEL:20000074	a(CHEBI:lipopolysaccharide) increases p(MGI:Nos2)	"A basal expression of NOS II mRNA and protein was detected in skeletal muscle from untreated wild-type mice; expression increased when mice were treated with bacterial lipopolysaccharide (LPS)."	SEN:10000048	10359657
BEL:20000076	bp(GOBP:"MAPK cascade") directlyIncreases p(HGNC:ESR1,pmod(P))	Mitogen-activated protein (MAP) kinases phosphorylate the estrogen receptor and activate transcription from estrogen receptor-regulated genes.	SEN:10000050	10373563
BEL:20000078	bp(GOBP:"MAPK cascade") increases tscript(p(HGNC:ESR1))	Mitogen-activated protein (MAP) kinases phosphorylate the estrogen receptor and activate transcription from estrogen receptor-regulated genes.	SEN:10000050	10373563
BEL:20000080	cat(p(HGNC:IL6R)) increases tscript(p(HGNC:STAT3))	Signaling by the IL-6 receptor is mediated through the signal transducing subunit gp130 and involves the activation of Janus-associated kinases (JAKs), signal transducer and activator of transcription 3 (STAT3), and mitogen-activated protein (MAP) kinase. 	SEN:10000052	10409724
BEL:20000082	kin(p(HGNC:MET)) increases p(HGNC:CTNNB1,pmod(P,Y))	Following c-met activation in tumour cells, phosphorylation of beta-catenin occurs, together with loss of intercellular adhesion and a gain in the motile and invasive nature of the cell.	SEN:10000054	10425198
BEL:20000084	kin(p(HGNC:MET)) increases bp(GOBP:"cell migration")	Following c-met activation in tumour cells, phosphorylation of beta-catenin occurs, together with loss of intercellular adhesion and a gain in the motile and invasive nature of the cell.	SEN:10000054	10425198
BEL:20000086	kin(p(HGNC:MET)) decreases bp(GOBP:"cell adhesion")	Following c-met activation in tumour cells, phosphorylation of beta-catenin occurs, together with loss of intercellular adhesion and a gain in the motile and invasive nature of the cell.	SEN:10000054	10425198
BEL:20000088	cat(p(MGI:Casp3)) increases deg(p(MGI:Tax1bp1))	TXBP151 was indeed found to be specifically cleaved in vitro by members of the caspase-3-like subfamily, viz. caspase-3, caspase-6 and caspase-7	SEN:10000056	10435631
BEL:20000090	cat(p(MGI:Casp6)) increases deg(p(MGI:Tax1bp1))	TXBP151 was indeed found to be specifically cleaved in vitro by members of the caspase-3-like subfamily, viz. caspase-3, caspase-6 and caspase-7	SEN:10000056	10435631
BEL:20000092	cat(p(MGI:Casp7)) increases deg(p(MGI:Tax1bp1))	TXBP151 was indeed found to be specifically cleaved in vitro by members of the caspase-3-like subfamily, viz. caspase-3, caspase-6 and caspase-7	SEN:10000056	10435631
BEL:20000094	complex(p(MGI:Tlk2),p(MGI:Ywhaz)) decreases tloc(p(MGI:Tlk2),GOCCID:0005737,GOCCID:0005634)	PKUalpha has been found by coimmunoprecipitation to bind to 14-3-3zeta in vivo. Transfection of cells with a dominant negative form of 14-3-3eta promotes the nuclear localization of PKUalpha.	SEN:10000058	10455159
BEL:20000096	complex(p(HGNC:PDGFA),p(HGNC:PDGFB)) increases bp(GOBP:mitosis)	The finding that PDGF-AB gives stronger mitogenic and chemotactic effects on cells expressing both alpha - and beta -receptors (179, 401) suggests that the heterodimeric alpha beta -receptor complex may have unique properties.	SEN:10000060	10508235
BEL:20000098	a(CHEBI:ciprofibrate) increases p(MGI:Ppara,pmod(P))	treatment of rat Fao cells with ciprofibrate, a peroxisome proliferator, increased the phosphorylation level of the PPARalpha.	SEN:10000062	10509752
BEL:20000100	cat(p(MGI:Klra16)) increases p(MGI:Tyrobp,pmod(P))	Ly49P was found to associate with mouse DAP12, and Ab-mediated cross-linking of Ly49P resulted in mouse DAP12 phosphorylation and Ca2+ mobilization, indicating that Ly49P is a competent activation receptor.	SEN:10000064	10528196
BEL:20000102	cat(p(MGI:Tnfrsf12a)) decreases bp(GOBP:"cell migration")	These experiments revealed that Fn14 expression decreased cellular adhesion to the extracellular matrix proteins fibronectin and vitronectin and also reduced serum-stimulated cell growth and migration	SEN:10000066	10551889
BEL:20000104	cat(p(MGI:Tnfrsf12a)) decreases bp(GOBP:"cell growth")	These experiments revealed that Fn14 expression decreased cellular adhesion to the extracellular matrix proteins fibronectin and vitronectin and also reduced serum-stimulated cell growth and migration	SEN:10000066	10551889
BEL:20000106	cat(p(MGI:Tnfrsf12a)) decreases bp(GOBP:"cell adhesion")	These experiments revealed that Fn14 expression decreased cellular adhesion to the extracellular matrix proteins fibronectin and vitronectin and also reduced serum-stimulated cell growth and migration	SEN:10000066	10551889
BEL:20000108	cat(p(HGNC:CASP3)) directlyIncreases cat(p(HGNC:GAS2))	Treatment with increasing amounts of caspase-3 for 30 minutes at 37¡C specifically cleaved Gas2, thus producing a band showing similar electrophoretic mobility (ÌÎÌä31 kDa) with respect to Gas2 as detected in extracts of apoptotic cells.	SEN:10000068	10564664
BEL:20000110	cat(p(HGNC:CASP3)) directlyIncreases cat(p(HGNC:GAS2))	In summary we can conclude that Gas2 is a direct substrate of caspase-3 and that the aspartic residue 279 is critical both for its in vitro and in vivo proteolytic processing.	SEN:10000070	10564664
BEL:20000112	p(MGI:Fdft1) increases a(CHEBI:dolichol)	it was found that a 6-fold increase in Fdft1 activity compared with that of the wild-type did not cause significant changes in HmgCoA reductase activity, while the amounts of synthesized dolichols and ergosterols increased by 80 and 32 percent respectively.	SEN:10000072	10623644
BEL:20000114	p(MGI:Fdft1) increases a(CHEBI:ergosterol)	it was found that a 6-fold increase in Fdft1 activity compared with that of the wild-type did not cause significant changes in HmgCoA reductase activity, while the amounts of synthesized dolichols and ergosterols increased by 80 and 32 percent respectively Fdft1 is the enzyme that regulates the flow rate of synthesized mevalonic acid pathway products independent of HmgCoA reductase	SEN:10000074	10623644
BEL:20000116	a(CHEBI:androgen) directlyIncreases complex(p(HGNC:AR),p(HGNC:PIAS1))	Binding of PIAS1 to human AR DNA+ligand binding domains was androgen dependent in the yeast liquid beta-galactosidase assay. 	SEN:10000076	10628744
BEL:20000118	a(CHEBI:androgen) directlyIncreases complex(p(HGNC:AR),p(HGNC:PIAS1))	PIAS1 binding to full-length human AR in a reversed yeast two hybrid system was also androgen dependent.	SEN:10000078	10628744
BEL:20000120	kin(p(MGI:Kdr)) increases path(MESHD:"Retinal Neovascularization")	By process of elimination, it appears that inhibition of VEGF receptor kinase is the activity responsible for the dramatic inhibition of retinal NV in this model of ischemic retinopathy.	SEN:10000080	10666398
BEL:20000122	p(HGNC:DRG1) increases r(HGNC:CDH1)	Stable transfection of the SW620 metastatic colon cancer cell line with Drg-1 cDNA induced morphological changes consistent with differentiation and up-regulated the expression of several colonic epithelial cell differentiation markers (alkaline phosphatase, carcinoembryonic antigen, and E-cadherin).	SEN:10000082	10676663
BEL:20000124	p(HGNC:DRG1) increases bp(GOBP:"cell differentiation")	Stable transfection of the SW620 metastatic colon cancer cell line with Drg-1 cDNA induced morphological changes consistent with differentiation and up-regulated the expression of several colonic epithelial cell differentiation markers (alkaline phosphatase, carcinoembryonic antigen, and E-cadherin).	SEN:10000082	10676663
BEL:20000126	a(CHEBI:"N-acetyl-D-galactosamine") decreases p(MGI:Fus)	the nuclear protein pigpen has an affinity for carbohydrate structures a carbohydrate-binding domain resides in the C-terminus of the molecule and can be preferentially inhibited by saccharides, most notably N-acetyl-d-galactosamine and chondroitin sulfate	SEN:10000084	10694442
BEL:20000128	a(CHEBI:"chondroitin sulfate") decreases p(MGI:Fus)	the nuclear protein pigpen has an affinity for carbohydrate structures a carbohydrate-binding domain resides in the C-terminus of the molecule and can be preferentially inhibited by saccharides, most notably N-acetyl-d-galactosamine and chondroitin sulfate	SEN:10000084	10694442
BEL:20000130	cat(p(MGI:Ptafr)) increases tloc(p(MGI:Prkca),GOCCID:0005737,GOCCID:0005886)	These results are consistent with our previous data showing that PAF is able to translocate PKCa and PKCe from cytosol to plasma membrane	SEN:10000086	10729607
BEL:20000132	cat(p(MGI:Ptafr)) increases tloc(p(MGI:Prkce),GOCCID:0005737,GOCCID:0005886)	These results are consistent with our previous data showing that PAF is able to translocate PKCa and PKCe from cytosol to plasma membrane	SEN:10000086	10729607
BEL:20000134	a(CHEBI:caffeine) decreases (bp(GOBP:"response to ionizing radiation") increases p(HGNC:CHEK2,pmod(P,T,68)))	As shown in Fig. 5B, immediately after -irradiation, the amount of threonine 68- phosphorylated Chk2 increased (lane 2), and prior treatment of cells with caffeine markedly reduced this increase (lane 4).	SEN:10000088	10744722
BEL:20000136	bp(GOBP:"response to ionizing radiation") increases p(HGNC:CHEK2,pmod(P,T,68))	As shown in Fig. 5B, immediately after -irradiation, the amount of threonine 68- phosphorylated Chk2 increased (lane 2), and prior treatment of cells with caffeine markedly reduced this increase (lane 4).	SEN:10000088	10744722
BEL:20000138	p(HGNC:KRT18) decreases (p(HGNC:TNF) increases bp(GOBP:"cell death"))	We show that normal and malignant epithelial cells deficient in K8 and K18 are approximately 100 times more sensitive to TNF-induced death.	SEN:10000090	10747083
BEL:20000140	p(HGNC:KRT8) decreases (p(HGNC:TNF) increases bp(GOBP:"cell death"))	We show that normal and malignant epithelial cells deficient in K8 and K18 are approximately 100 times more sensitive to TNF-induced death.	SEN:10000090	10747083
BEL:20000142	p(HGNC:TNF) increases bp(GOBP:"cell death")	We show that normal and malignant epithelial cells deficient in K8 and K18 are approximately 100 times more sensitive to TNF-induced death.	SEN:10000090	10747083
BEL:20000144	cat(p(HGNC:UBE2L3)) increases deg(p(HGNC:FOS))	UbcH7 is a ubiquitin-conjugating enzyme mediating c-fos degradation, transcription factor NF-kappaB maturation, human papilloma virus-mediated p53 and Myc protein degradation, in vitro.	SEN:10000092	10760570
BEL:20000146	cat(p(HGNC:UBE2L3)) increases deg(p(HGNC:MYC))	UbcH7 is a ubiquitin-conjugating enzyme mediating c-fos degradation, transcription factor NF-kappaB maturation, human papilloma virus-mediated p53 and Myc protein degradation, in vitro.	SEN:10000092	10760570
BEL:20000148	cat(p(HGNC:UBE2L3)) increases deg(p(HGNC:TP53))	UbcH7 is a ubiquitin-conjugating enzyme mediating c-fos degradation, transcription factor NF-kappaB maturation, human papilloma virus-mediated p53 and Myc protein degradation, in vitro.	SEN:10000092	10760570
BEL:20000150	a(CHEBI:genistein) decreases p(MGI:Cftr)	The data suggest that genistein may inhibit CFTR by two mechanisms. 	SEN:10000094	10766914
BEL:20000152	cat(p(HGNC:F2)) increases p(HGNC:F2R,pmod(P))	Stimulation of human platelets with thrombin or thrombin receptor agonist peptide (TRAP/ Ser-Phe-Leu-Leu-Arg-Asn) resulted in phosphorylation of the protease-activated receptor 1 (PAR1)	SEN:10000096	10780327
BEL:20000154	complex(p(HGNC:PTTG1IP),p(HGNC:PTTG1)) directlyIncreases tloc(p(HGNC:PTTG1),GOCCID:0005737,GOCCID:0005634)	The interaction between PBF and PTTG facilitated PTTG translocation from the cytoplasm to the nucleus.	SEN:10000098	10781616
BEL:20000156	p(MGI:Il4) decreases (p(MGI:Ifng) increases a(CHEBI:"nitric oxide"))	Further, IL-4 inhibits the synthesis of nitric oxide from a murine macrophage cell line stimulated with interferong by the inhibition of inducible nitric oxide synthase mRNA formation	SEN:10000100	10783130
BEL:20000158	p(MGI:Il4) decreases r(MGI:Nos2)	Further, IL-4 inhibits the synthesis of nitric oxide from a murine macrophage cell line stimulated with interferong by the inhibition of inducible nitric oxide synthase mRNA formation	SEN:10000100	10783130
BEL:20000160	p(MGI:Il4) decreases a(CHEBI:"nitric oxide")	Further, IL-4 inhibits the synthesis of nitric oxide from a murine macrophage cell line stimulated with interferong by the inhibition of inducible nitric oxide synthase mRNA formation	SEN:10000100	10783130
BEL:20000162	p(MGI:Apc) decreases path(MESHD:Adenoma)	These animals bear a germline mutation in the Apc gene and spontaneously develop numerous intestinal adenomas by 15 weeks of age.	SEN:10000102	10783313
BEL:20000164	cat(p(HGNC:FAS)) increases cat(p(HGNC:CASP9))	we demonstrate that two of the early events after Fas ligation are the release of cytochrome c from the mitochondria and activation of caspase-9	SEN:10000104	10786680
BEL:20000166	cat(p(HGNC:FAS)) increases tloc(p(HGNC:CYCS),GOCCID:0005739,GOCCID:0005737)	we demonstrate that two of the early events after Fas ligation are the release of cytochrome c from the mitochondria and activation of caspase-9	SEN:10000104	10786680
BEL:20000168	cat(p(HGNC:CASP1)) increases p(HGNC:IL1B)	We report here that the serine proteinase inhibitor (serpin) PI-9 accounts for the endogenous caspase-1 inhibitory activity in human SMCs and prevents processing of the enzyme's natural substrates, IL-1beta and IL-18 precursor.	SEN:10000106	10790428
BEL:20000170	cat(p(HGNC:PRDX2)) increases deg(a(CHEBI:"lipid hydroperoxide"))	Human TSA1 exhibited high catalytic activity for the reduction of the fatty acid hydroperoxide as indicated by K(m) and V(max) (89.9 microM for linoleic acid hydroperoxide, 28.64 micromol(-1) min(-1) mg(-1), respectively)	SEN:10000108	10841776
BEL:20000174	p(MGI:Chek1) decreases bp(GOBP:"cell death")	By gene disruption, we show that CHK1 deficiency results in a severe proliferation defect and death in embryonic stem (ES) cells, and peri-implantation embryonic lethality in mice.	SEN:10000110	10859164
BEL:20000176	p(MGI:Chek1) increases bp(GOBP:"cell proliferation")	These results suggested that CHK1-/- blastocysts have a proliferation defect and that Chk1 may be required for proliferation or survival of early embryonic cells.	SEN:10000112	10859164
BEL:20000178	kin(p(MGI:Chek1)) decreases path(MESHD:Neoplasms)	Chk1 plays an essential role in the mammalian DNA damage checkpoint, embryonic development, and tumor suppression	SEN:10000114	10859164
BEL:20000180	p(HGNC:TLR2) increases cat(p(HGNC:CASP1))	Interestingly, BLP also activates caspase 1 through TLR2, resulting in proteolysis and secretion of mature IL-1beta.	SEN:10000116	10880445
BEL:20000182	cat(p(HGNC:CASP1)) increases p(HGNC:IL1B)	Interestingly, BLP also activates caspase 1 through TLR2, resulting in proteolysis and secretion of mature IL-1beta.	SEN:10000116	10880445
BEL:20000184	cat(p(HGNC:MYD88)) increases bp(GOBP:"apoptotic process")	Here we show that the adaptor molecule, myeloid differentiation factor 88 (MyD88), mediates both apoptosis and nuclear factor-kappaB (NF-kappaB) activation by BLP-stimulated TLR2.	SEN:10000118	10880445
BEL:20000186	cat(p(HGNC:TLR2)) increases cat(p(HGNC:MYD88))	Here we show that the adaptor molecule, myeloid differentiation factor 88 (MyD88), mediates both apoptosis and nuclear factor-kappaB (NF-kappaB) activation by BLP-stimulated TLR2.	SEN:10000118	10880445
BEL:20000188	bp(GOBP:"cell proliferation") increases tloc(p(HGNC:PTPN14),GOCCID:0005737,GOCCID:0005634)	Vascular endothelial cells normally exist as a quiescent confluent monolayer but become proliferative during angiogenesis or upon vascular injury. Using a 'wound' assay to mimic these events in vitro, Pez was found to be nuclear in the cells that had migrated and were proliferative at the 'wound' edge.	SEN:10000120	10934049
BEL:20000190	a(CHEBI:galangin) decreases (a(CHEBI:"2,3,7,8-tetrachlorodibenzodioxine") increases tscript(p(MGI:Ahr)))	TCDD induced significant AhR nuclear translocation (Fig. 11, A and B, lane 3), which was completely blocked by addition of 10 ?M galangin (Fig. 11, A and B, lane 4)	SEN:10000122	10953044
BEL:20000192	a(CHEBI:galangin) decreases complex(a(CHEBI:"2,3,7,8-tetrachlorodibenzodioxine"),p(MGI:Ahr))	The ability of galangin to inhibit binding of TCDD, a high-affinity AhR ligand, to the AhR demonstrates that galangin is able to bind to the AhR.	SEN:10000124	10953044
BEL:20000194	a(CHEBI:galangin) increases tscript(p(MGI:Ahr))	"60 or 90 ?M galangin induced AhR nuclear translocation in both cell types (Fig. 11A, lanes 7, 8; Fig. 11B, lane 6)."	SEN:10000126	10953044
BEL:20000196	cat(p(HGNC:ALOX5)) increases bp(GOBP:"cell proliferation")	Inhibitors of the enzyme 5-lipoxygenase reduce proliferation and initiate programmed cell death in many different types of malignantly transformed cells	SEN:10000128	10953307
BEL:20000198	cat(p(HGNC:ALOX5)) decreases bp(GOBP:"programmed cell death")	Inhibitors of the enzyme 5-lipoxygenase reduce proliferation and initiate programmed cell death in many different types of malignantly transformed cells	SEN:10000128	10953307
BEL:20000200	cat(p(HGNC:FAS)) increases bp(GOBP:"apoptotic process")	Interleukin-1beta (IL-1beta) is a pro-inflammatory cytokine that inhibits beta cell function and promotes Fas-triggered apoptosis.	SEN:10000130	10967112
BEL:20000202	bp(GOBP:"MAPK cascade") increases cat(p(MGI:Tnks))	"Tankyrase is a novel signaling target of mitogen-activated protein kinase (MAPK); it is stoichiometrically phosphorylated upon insulin stimulation. "	SEN:10000132	10988299
BEL:20000204	bp(GOBP:"MAPK cascade") directlyIncreases p(MGI:Tnks,pmod(P))	"Tankyrase is a novel signaling target of mitogen-activated protein kinase (MAPK); it is stoichiometrically phosphorylated upon insulin stimulation. "	SEN:10000132	10988299
BEL:20000206	path(MESHD:Ischemia) increases p(MGI:Icam5)	After HI injury, levels of ICAM-5 protein and messenger RNA initially increased, and ICAM-5 messenger RNA expression then decreased, although protein levels continued to increase.	SEN:10000134	11026442
BEL:20000208	bp(GOBP:"MAPK cascade") decreases (cat(p(HGNC:FAS)) increases bp(GOBP:"apoptotic process"))	We have shown previously that mitogen-activated protein kinase (MAPK or ERK) signaling suppresses CD95-mediated apoptosis in different cellular systems	SEN:10000136	11032809
BEL:20000210	bp(GOBP:"response to hypoxia") increases deg(p(HGNC:CREB1))	Ambient hypoxia resulted in temporally sequential CREB serine phosphorylation, ubiquitination, and degradation (in vitro and in vivo).	SEN:10000138	11035795
BEL:20000212	bp(GOBP:"response to hypoxia") increases deg(p(HGNC:CREB1))	Thus, hypoxia establishes conditions that target CREB to proteasomal degradation.	SEN:10000140	11035795
BEL:20000214	bp(GOBP:"response to hypoxia") increases p(HGNC:CREB1,pmod(P,S))	Ambient hypoxia resulted in temporally sequential CREB serine phosphorylation, ubiquitination, and degradation (in vitro and in vivo).	SEN:10000138	11035795
BEL:20000216	cat(p(HGNC:CALM1)) decreases complex(p(HGNC:MEF2A),p(HGNC:HDAC4))	Because Cabin-1 also associates with mSin3a and histone deacetylases 1 and 2 (HDAC1/2), its dissociation from MEF2 may replace a repressing complex with an activating complex (51). In a like manner, MEF2 binds and is repressed by HDAC4 but is released by Ca2+/CaM binding to HDAC4 (52).	SEN:10000142	11096122
BEL:20000218	a(CHEBI:"trichostatin A") decreases (tscript(p(MGI:Msx3)) decreases r(MGI:Msx1))	Furthermore, the repression of Msx1 promoter by Msx3 could be relieved by treating transfected cells with trichostatin A, an inhibitor of HDAC(s).	SEN:10000144	11115394
