BEL-ID	BEL original	Sentence	Sentence ID	PMID
BEL:200332602	act(p(MGI:Rhoq)) increases tloc(p(MGI:Trip10))	Overexpression of constitutively active TC10 brings CIP4/2 to the plasma membrane, whereas overexpression of an inhibitory form of TC10 blocks the translocation of CIP4/2 produced by insulin. 	SEN:10004900	12242347
BEL:20040788	p(HGNC:CCL25) increases act(p(HGNC:CCR9))	Here, we show that TECK is a specific agonist for a human orphan receptor called GPR-9-6. 	SEN:10006676	10229797
BEL:200484641	p(MGI:Capn2) increases deg(p(MGI:Slc2a4))	We found that GLUT4 can be degraded by calpain-2, suggesting that diminished degradation is responsible for the increase in muscle GLUT4 in the calpastatin transgenic mice.	SEN:10019830	15014085
BEL:200484642	p(MGI:Cast) increases p(MGI:Slc2a4)	We found that GLUT4 can be degraded by calpain-2, suggesting that diminished degradation is responsible for the increase in muscle GLUT4 in the calpastatin transgenic mice.	SEN:10019830	15014085
BEL:20042006	p(HGNC:GAB2,pmod(P)) directlyIncreases complex(p(HGNC:GAB2),p(HGNC:PTPN11),p(HGNC:GRB2))	Upon tyrosine phosphorylation, Gab2 physically interacts with Shp2 tyrosine phosphatase and Grb2 adapter protein. 	SEN:10023156	10391903
BEL:20029382	cat(p(HGNC:B3GAT3)) increases r(HGNC:B3GAT1)	Nevertheless, the transfection of the GlcAT-I cDNA into COS-1 cells induced the significant expression of the HNK-1 epitope	SEN:10004270	10526176
BEL:20040700	p(HGNC:C5AR1) increases r(HGNC:ITGB2)	Both TNF-alpha and C5a(desArg) increased expression of beta2 integrins (CD18), with the highest expression when they were used in combination.	SEN:10006660	10951989
BEL:20045706	p(HGNC:TNF) increases r(HGNC:ITGB2)	Both TNF-alpha and C5a(desArg) increased expression of beta2 integrins (CD18), with the highest expression when they were used in combination.	SEN:10006660	10951989
BEL:200414661	p(HGNC:EGF) increases kin(p(HGNC:PRPF4))	hPRP4 is activated by epidermal growth factor (EGF) or forskolin treatment, but not tetradecanoyl phorbol acetate (TPA) nor ultraviolet (UV) irradiation.	SEN:10006848	10799319
BEL:200414662	a(CHEBI:forskolin) increases kin(p(HGNC:PRPF4))	hPRP4 is activated by epidermal growth factor (EGF) or forskolin treatment, but not tetradecanoyl phorbol acetate (TPA) nor ultraviolet (UV) irradiation.	SEN:10006848	10799319
BEL:20065428	complex(p(HGNC:KAT5),p(HGNC:ZEB1)) decreases r(HGNC:CD4)	Tip60 and the transcriptional repressor ZEB (zinc finger E box binding protein) interact specifically in the yeast two-hybrid system and additively inhibit the CD4 enhancer/promoter activity in Jurkat cells.	SEN:10010730	11275565
BEL:20041074	p(HGNC:CLCA1) increases p(HGNC:MUC5AC)	Introduction of either gob-5 or hCLCA1, the human counterpart of gob-5, into the human mucoepidermoid cell line NCI-H292 induced mucus production as well as MUC5AC expression.	SEN:10006736	11296262
BEL:20030614	p(MGI:Aqp7) decreases kin(p(MGI:Gyk))	We demonstrated the enhanced glycerol kinase enzymatic activity in Aqp7-KO and -knockdown adipocytes.	SEN:10004588	16009937
BEL:200410941	p(HGNC:CNTF) increases r(HGNC:SOCS2)	CNTF also induced expression of CIS, SOCS-1, SOCS-2, and SOCS-3 mRNA in the liver, and SOCS-2 and SOCS-3 mRNA in the kidney.	SEN:10006744	10218952
BEL:200410942	p(HGNC:CNTF) increases r(HGNC:SOCS3)	CNTF also induced expression of CIS, SOCS-1, SOCS-2, and SOCS-3 mRNA in the liver, and SOCS-2 and SOCS-3 mRNA in the kidney.	SEN:10006744	10218952
BEL:200410943	p(HGNC:CNTF) increases r(HGNC:SOCS1)	CNTF also induced expression of CIS, SOCS-1, SOCS-2, and SOCS-3 mRNA in the liver, and SOCS-2 and SOCS-3 mRNA in the kidney.	SEN:10006744	10218952
BEL:200318821	p(MGI:L3mbtl3) increases r(MGI:Cdkn1c)	We also show that MBT-1 appears to influence myelopoiesis by transiently enhancing p57(KIP2) expression levels.	SEN:10004908	15889154
BEL:200318822	p(MGI:L3mbtl3) increases bp(GOBP:"cell differentiation")	We also show that MBT-1 appears to influence myelopoiesis by transiently enhancing p57(KIP2) expression levels.	SEN:10004908	15889154
BEL:20024068	a(CHEBI:heparin) increases sec(p(HGNC:TFPI))	Both unfractionated heparin (UFH) and low-molecular-weight heparin (LMWH; Fragmin) time-dependently induced a significant enhanced secretion of TFPI, paralleled by a redistribution and increase of TFPI on the cell surface and a decrease of intracellular TFPI.	SEN:10015738	10479670
BEL:20029836	act(p(HGNC:GAPDH)) increases bp(GOBP:glycolysis)	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and triosephosphate isomerase (TPI) are essential to glycolysis	SEN:10004394	10677844
BEL:20030318	act(p(HGNC:TPI1)) increases bp(GOBP:glycolysis)	Glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and triosephosphate isomerase (TPI) are essential to glycolysis	SEN:10004394	10677844
BEL:20040448	p(HGNC:ARRB1) increases tloc(p(HGNC:ADRA2B))	However, upon coexpression of arrestin-2 (beta-arrestin-1) or arrestin-3 (beta-arrestin-2), internalization of the alpha2b AR was dramatically enhanced and redistribution of receptors to clathrin coated vesicles and endosomes was observed.	SEN:10006590	10196213
BEL:20040454	p(HGNC:ARRB2) increases tloc(p(HGNC:ADRA2B))	However, upon coexpression of arrestin-2 (beta-arrestin-1) or arrestin-3 (beta-arrestin-2), internalization of the alpha2b AR was dramatically enhanced and redistribution of receptors to clathrin coated vesicles and endosomes was observed.	SEN:10006590	10196213
BEL:200412381	p(HGNC:CTF1) increases r(HGNC:AGT)	We found that cardiotrophin-1 increased angiotensinogen mRNA expression in cardiac myocytes via STAT3 activation.	SEN:10006788	10856262
BEL:200412382	p(HGNC:CTF1) increases act(p(HGNC:STAT3))	We found that cardiotrophin-1 increased angiotensinogen mRNA expression in cardiac myocytes via STAT3 activation.	SEN:10006788	10856262
BEL:200343861	complex(p(MGI:Ep300),p(MGI:Stat5b)) increases r(MGI:Agt)	The inducible expression of ANG promoter appears to be mediated by physical association of p300 with STAT 5B in liver and STAT 3 and STAT 5A in heart.	SEN:10005450	14726487
BEL:200343862	complex(p(MGI:Stat3),p(MGI:Stat5a)) increases r(MGI:Agt)	The inducible expression of ANG promoter appears to be mediated by physical association of p300 with STAT 5B in liver and STAT 3 and STAT 5A in heart.	SEN:10005450	14726487
BEL:20008492	act(p(HGNC:DAPK2)) increases p(HGNC:DAPK2,pmod(P))	It comprises a single autophosphorylation event mapped to Ser308 within the CaM regulatory domain. 	SEN:10005870	11230133
BEL:200393861	kin(p(MGI:Sox10)) directlyIncreases r(MGI:Tyr)	The results suggest that Sox10 directly, and Mitf, most likely indirectly, activate the tyrosinase enhancer, underlining the contribution of Sox10 to tyrosinase gene regulation in melanocytes.	SEN:10006388	17516925
BEL:200393862	kin(p(MGI:Mitf)) directlyIncreases r(MGI:Tyr)	The results suggest that Sox10 directly, and Mitf, most likely indirectly, activate the tyrosinase enhancer, underlining the contribution of Sox10 to tyrosinase gene regulation in melanocytes.	SEN:10006388	17516925
BEL:20024850	a(CHEBI:phenylhydrazine) increases p(MGI:Lcn2)	Phenylhydrazine treatment was associated with upregulation of Lcn2 gene expression in the liver and elevation of serum Lcn2 protein levels.	SEN:10003542	18519167
BEL:200347341	act(p(HGNC:NGFR)) -> tloc(p(MGI:Ndnl2))	Overexpression of p75 translocated necdin and MAGE-G1 in the proximity of the plasma membrane and reduced their association with E2F1 to facilitate E2F1-induced death of neuroblastoma cells.	SEN:10005542	14593116
BEL:200347342	act(p(HGNC:NGFR)) -> tloc(p(MGI:Ndn))	Overexpression of p75 translocated necdin and MAGE-G1 in the proximity of the plasma membrane and reduced their association with E2F1 to facilitate E2F1-induced death of neuroblastoma cells.	SEN:10005542	14593116
BEL:200347343	p(MGI:E2f1) increases bp(GOBP:"cell death")	Overexpression of p75 translocated necdin and MAGE-G1 in the proximity of the plasma membrane and reduced their association with E2F1 to facilitate E2F1-induced death of neuroblastoma cells.	SEN:10005542	14593116
BEL:20031182	p(MGI:Egf) increases r(MGI:Tkt)	In addition, TKT mRNA levels were elevated fivefold in the corneas of 28-day-old mice raised in darkness and injected with EGF compared to uninjected mice also deprived of light	SEN:10004726	11095059
BEL:20042334	p(HGNC:IFNA1) increases r(HGNC:CISH)	Here we show that interferon-alpha (IFNalpha) is a potent inducer of SOCS expression in human T cells, as high expression of CIS, SOCS-1, SOCS-2, and SOCS-3 was detectable after IFNalpha stimulation	SEN:10007030	11340296
BEL:20042342	p(HGNC:IFNA1) increases r(HGNC:SOCS1)	Here we show that interferon-alpha (IFNalpha) is a potent inducer of SOCS expression in human T cells, as high expression of CIS, SOCS-1, SOCS-2, and SOCS-3 was detectable after IFNalpha stimulation	SEN:10007030	11340296
BEL:20042344	p(HGNC:IFNA1) increases r(HGNC:SOCS2)	Here we show that interferon-alpha (IFNalpha) is a potent inducer of SOCS expression in human T cells, as high expression of CIS, SOCS-1, SOCS-2, and SOCS-3 was detectable after IFNalpha stimulation	SEN:10007030	11340296
BEL:20042346	p(HGNC:IFNA1) increases r(HGNC:SOCS3)	Here we show that interferon-alpha (IFNalpha) is a potent inducer of SOCS expression in human T cells, as high expression of CIS, SOCS-1, SOCS-2, and SOCS-3 was detectable after IFNalpha stimulation	SEN:10007030	11340296
BEL:200403321	complex(p(HGNC:ADCYAP1),p(HGNC:VIP)) increases r(HGNC:CD86)	In contrast, in unstimulated macrophages, VIP/PACAP induce specific B7.2 expression and promote Th2 cell differentiation.	SEN:10006548	11348014
BEL:200403322	complex(p(HGNC:ADCYAP1),p(HGNC:VIP)) increases bp(GOBP:"T-helper 2 cell differentiation")	In contrast, in unstimulated macrophages, VIP/PACAP induce specific B7.2 expression and promote Th2 cell differentiation.	SEN:10006548	11348014
BEL:20040914	p(HGNC:CD40LG) increases r(HGNC:CD80)	After confirming that human CD40L can up-regulate expression of Fas, B7-1, and B7-2 molecules on murine BCL cells in vitro, we transfected the human CD40L gene into S typhimurium mutant (ST40L), which was administrated orally to determine whether it was able to prevent the growth of BCL in mice.	SEN:10006698	10666198
BEL:20040916	p(HGNC:CD40LG) increases r(HGNC:CD86)	After confirming that human CD40L can up-regulate expression of Fas, B7-1, and B7-2 molecules on murine BCL cells in vitro, we transfected the human CD40L gene into S typhimurium mutant (ST40L), which was administrated orally to determine whether it was able to prevent the growth of BCL in mice.	SEN:10006698	10666198
BEL:20040918	p(HGNC:CD40LG) increases r(HGNC:FAS)	After confirming that human CD40L can up-regulate expression of Fas, B7-1, and B7-2 molecules on murine BCL cells in vitro, we transfected the human CD40L gene into S typhimurium mutant (ST40L), which was administrated orally to determine whether it was able to prevent the growth of BCL in mice.	SEN:10006698	10666198
BEL:20008696	act(p(HGNC:NEK2)) increases p(HGNC:PPP1CC,pmod(P))	PP1 is a substrate for Nek2 and phosphorylation of PP1gamma(1) on two C-terminal sites reduces its phosphatase activity.	SEN:10005974	10880350
BEL:20011318	p(HGNC:PPP1CC,pmod(P)) decreases phos(p(HGNC:PPP1CC))	PP1 is a substrate for Nek2 and phosphorylation of PP1gamma(1) on two C-terminal sites reduces its phosphatase activity.	SEN:10005974	10880350
BEL:20024404	a(CHEBI:lipopolysaccharide) increases p(MGI:C5ar1)	Following i.v. infusion of LPS into mice, up-regulation of C5aR occurred in the capillary endothelium of mouse lung	SEN:10003462	12421982
BEL:20060620	p(MGI:Scamp3) decreases deg(p(MGI:Egfr))	We show that secretory carrier membrane protein, SCAMP3, localizes in part to early endosomes and negatively regulates EGFR degradation through processes that involve its ubiquitylation and interactions with ESCRTs.	SEN:10010042	19158374
BEL:20032524	p(MGI:Ralgps2) increases act(p(MGI:Rala))	RalGPS2 and its GEF domain activate RalA in vivo while the PH-PxxP domains inhibited it behaving as a dominant negative for the RalA pathway	SEN:10005056	17462626
BEL:200462501	p(HGNC:PPAP2A) decreases (a(CHEBI:"lysophosphatidic acid") increases bp(GOBP:mitosis))	ectophosphatase lipid phosphate phosphatase 1 (LPP1) has been shown to down-regulate LPA-mediated mitogenesis.	SEN:10007804	11042183
BEL:200462502	a(CHEBI:"lysophosphatidic acid") increases bp(GOBP:mitosis)	ectophosphatase lipid phosphate phosphatase 1 (LPP1) has been shown to down-regulate LPA-mediated mitogenesis.	SEN:10007804	11042183
BEL:200462503	p(HGNC:PPAP2A) decreases  bp(GOBP:mitosis)	ectophosphatase lipid phosphate phosphatase 1 (LPP1) has been shown to down-regulate LPA-mediated mitogenesis.	SEN:10007804	11042183
BEL:20030604	p(MGI:App) increases r(MGI:Fas)	In the present study, we found that transgenic mice overexpressing wild-type human APP gene (hAPP/+) displayed a much higher expression of FAS, one of the death receptor subfamily	SEN:10004582	15909112
BEL:20042858	p(HGNC:IL1A) increases r(HGNC:DPP4)	The upregulation of CD26 mRNA expression upon stimulation with IL-1alpha was also revealed by a quantitative reverse transcription-PCR assay.	SEN:10007162	10569731
BEL:20046712	p(MGI:Acat2) increases path(MESHD:Atherosclerosis)	Evidence suggests that ACAT2 is a proatherogenic enzyme that contributes cholesteryl esters (CEs) to apoB-containing lipoproteins, whereas LCAT is an antiatherogenic enzyme that facilitates reverse cholesterol transport by esterifying free cholesterol on HDL particles.	SEN:10007904	15486318
BEL:20056412	p(MGI:Lcat) decreases path(MESHD:Atherosclerosis)	Evidence suggests that ACAT2 is a proatherogenic enzyme that contributes cholesteryl esters (CEs) to apoB-containing lipoproteins, whereas LCAT is an antiatherogenic enzyme that facilitates reverse cholesterol transport by esterifying free cholesterol on HDL particles.	SEN:10007904	15486318
BEL:200424341	p(HGNC:IFNG) decreases r(HGNC:CD80)	IFN-gamma significantly reduced B7-1 expression in some lines and significantly increased B7-2 expression in others.	SEN:10007054	10421641
BEL:200424342	p(HGNC:IFNG) increases r(HGNC:CD86)	IFN-gamma significantly reduced B7-1 expression in some lines and significantly increased B7-2 expression in others.	SEN:10007054	10421641
BEL:20045410	p(HGNC:TGFB1) increases r(HGNC:SMAD7)	Exposure to TGF-beta1 resulted in marked induction of Smad7 mRNA with no effect on Smad6 expression.	SEN:10007668	11018038
BEL:20037754	p(MGI:Camk2a) increases act(p(MGI:Clcn3))	ClC-3 is activated by Ca(2+)-calmodulin-dependent protein kinase II; however, the magnitude of the Ca(2+)-dependent Cl(-) current was unchanged in the Clcn3(-/-) animals.	SEN:10003704	12433961
BEL:200470701	p(MGI:Aifm1) increases bp(GOBP:"cell death")	Conversely, in vitro, AIF has been demonstrated to have a proapoptotic role when, on induction of the mitochondrial death pathway, AIF translocates to the nucleus where it facilitates chromatin condensation and large scale DNA fragmentation.	SEN:10007952	15933268
BEL:200470702	tloc(p(MGI:Aifm1)) increases bp(GOBP:"cell death")	Conversely, in vitro, AIF has been demonstrated to have a proapoptotic role when, on induction of the mitochondrial death pathway, AIF translocates to the nucleus where it facilitates chromatin condensation and large scale DNA fragmentation.	SEN:10007952	15933268
BEL:20035032	complex(p(MGI:Vcan),a(CHEBI:"hyaluronic acid")) increases bp(GOBP:"cell proliferation")	Versican interacts with hyaluronan, a long chain glycosaminoglycan, to create expanded viscoelastic pericellular matrices that are required for arterial smooth muscle cell (ASMC) proliferation and migration.	SEN:10005616	15142969
BEL:20035033	complex(p(MGI:Vcan),a(CHEBI:"hyaluronic acid")) increases bp(GOBP:"cell migration")	Versican interacts with hyaluronan, a long chain glycosaminoglycan, to create expanded viscoelastic pericellular matrices that are required for arterial smooth muscle cell (ASMC) proliferation and migration.	SEN:10005616	15142969
BEL:200405961	p(HGNC:BMP2) increases r(HGNC:IHH)	Retinoic acid (RA) and bone morphogenetic protein-2 enhanced Ihh mRNA expression, whereas PTH/PTH-related peptide (PTHrP) markedly suppressed Ihh expression.	SEN:10006630	10328918
BEL:200405962	a(CHEBI:"retinoic acid") increases r(HGNC:IHH)	Retinoic acid (RA) and bone morphogenetic protein-2 enhanced Ihh mRNA expression, whereas PTH/PTH-related peptide (PTHrP) markedly suppressed Ihh expression.	SEN:10006630	10328918
BEL:200405963	p(HGNC:PTHLH) decreases r(HGNC:IHH)	Retinoic acid (RA) and bone morphogenetic protein-2 enhanced Ihh mRNA expression, whereas PTH/PTH-related peptide (PTHrP) markedly suppressed Ihh expression.	SEN:10006630	10328918
BEL:200406241	p(HGNC:BMP7) decreases r(HGNC:ICAM1)	Additionally, BMP-7 exhibited anti-inflammatory activity by downregulating intercellular adhesion molecule-1 (ICAM-1) expression.	SEN:10006640	11263669
BEL:200406242	p(HGNC:BMP7) decreases path(MESHD:Inflammation)	Additionally, BMP-7 exhibited anti-inflammatory activity by downregulating intercellular adhesion molecule-1 (ICAM-1) expression.	SEN:10006640	11263669
BEL:200248321	a(CHEBI:"perfluorodecanoic acid") increases tloc(p(MGI:Nr1i3))	In addition, PFDA increased mRNA expression and nuclear translocation of the transcription factor CAR.	SEN:10003538	18648086
BEL:200248322	a(CHEBI:"perfluorodecanoic acid") increases r(MGI:Nr1i3)	In addition, PFDA increased mRNA expression and nuclear translocation of the transcription factor CAR.	SEN:10003538	18648086
BEL:20032218	p(MGI:Npr1) decreases r(MGI:Mmp2)	Here, we report that expression levels of the MMP-2 and MMP-9 genes were increased by 3-5-fold and that the expression of the TNF-alpha gene was enhanced by 8-fold in Npr1 homozygous null mutant (Npr1-/-) mouse hearts compared with wild-type (Npr1+/+) control mouse hearts.	SEN:10004980	15710627
BEL:20032220	p(MGI:Npr1) decreases r(MGI:Mmp9)	Here, we report that expression levels of the MMP-2 and MMP-9 genes were increased by 3-5-fold and that the expression of the TNF-alpha gene was enhanced by 8-fold in Npr1 homozygous null mutant (Npr1-/-) mouse hearts compared with wild-type (Npr1+/+) control mouse hearts.	SEN:10004980	15710627
BEL:20032222	p(MGI:Npr1) decreases r(MGI:Tnf)	Here, we report that expression levels of the MMP-2 and MMP-9 genes were increased by 3-5-fold and that the expression of the TNF-alpha gene was enhanced by 8-fold in Npr1 homozygous null mutant (Npr1-/-) mouse hearts compared with wild-type (Npr1+/+) control mouse hearts.	SEN:10004980	15710627
BEL:20025212	a(CHEBI:testosterone) increases r(HGNC:LCP1)	L-plastin gene expression was positively regulated by testosterone in androgen receptor (AR)-positive prostate and breast cancer cells.	SEN:10003622	10668786
BEL:20047242	p(MGI:Angpt1) decreases path(MESHD:"Neovascularization, Pathologic")	We observed that Ang1 plays a substantial role in the formation of the retinal vascular network during postnatal development and that Ang1 supplementation can rescue vascular retinopathies by simultaneously promoting healthy vascular network formation and inhibiting subsequent abnormal angiogenesis	SEN:10007974	24048525
BEL:20047244	p(MGI:Angpt1) decreases path(MESHD:"Retinal Neovascularization")	We observed that Ang1 plays a substantial role in the formation of the retinal vascular network during postnatal development and that Ang1 supplementation can rescue vascular retinopathies by simultaneously promoting healthy vascular network formation and inhibiting subsequent abnormal angiogenesis	SEN:10007974	24048525
BEL:20048638	p(MGI:Ccl2) increases path(MESHD:"Retinal Neovascularization")	Coadministration of the neutralizing antibodies against MCP-1 and MIP-1alpha inhibited retinal neovascularization by 30%	SEN:10008216	12525571
BEL:20048684	p(MGI:Ccl3) increases path(MESHD:"Retinal Neovascularization")	Coadministration of the neutralizing antibodies against MCP-1 and MIP-1alpha inhibited retinal neovascularization by 30%	SEN:10008216	12525571
BEL:200344061	complex(p(MGI:Foxo1),p(MGI:Pml),p(MGI:Sirt1)) increases r(MGI:Mafa)	FoxO1 protects beta cells against oxidative stress by forming a complex with the promyelocytic leukemia protein Pml and the NAD-dependent deacetylase Sirt1 to activate expression of NeuroD and MafA, two Insulin2 (Ins2) gene transcription factors.	SEN:10005460	16154098
BEL:200344081	complex(p(MGI:Foxo1),p(MGI:Pml),p(MGI:Sirt1)) increases r(MGI:Neurod1)	FoxO1 protects beta cells against oxidative stress by forming a complex with the promyelocytic leukemia protein Pml and the NAD-dependent deacetylase Sirt1 to activate expression of NeuroD and MafA, two Insulin2 (Ins2) gene transcription factors.	SEN:10005460	16154098
BEL:200344062	p(MGI:Mafa) increases r(MGI:Ins2)	FoxO1 protects beta cells against oxidative stress by forming a complex with the promyelocytic leukemia protein Pml and the NAD-dependent deacetylase Sirt1 to activate expression of NeuroD and MafA, two Insulin2 (Ins2) gene transcription factors.	SEN:10005460	16154098
BEL:200344082	p(MGI:Neurod1)increases r(MGI:Ins2)	FoxO1 protects beta cells against oxidative stress by forming a complex with the promyelocytic leukemia protein Pml and the NAD-dependent deacetylase Sirt1 to activate expression of NeuroD and MafA, two Insulin2 (Ins2) gene transcription factors.	SEN:10005460	16154098
BEL:200344083	complex(p(MGI:Foxo1),p(MGI:Pml),p(MGI:Sirt1)) decreases bp(GOBP:"response to oxidative stress")	FoxO1 protects beta cells against oxidative stress by forming a complex with the promyelocytic leukemia protein Pml and the NAD-dependent deacetylase Sirt1 to activate expression of NeuroD and MafA, two Insulin2 (Ins2) gene transcription factors.	SEN:10005460	16154098
